,Price,Units_Sold,COGS,Inventory_Turnover_Ratio,Quarter,Seasonality_Flag,Company_Hyundai India,Company_Maruti Suzuki,Car_Model_Alcazar,Car_Model_Brezza,Car_Model_Creta,Car_Model_Ertiga,Car_Model_Grand Vitara,Car_Model_Nexon,Car_Model_Safari,Car_Model_Swift,Car_Model_Tiago,Car_Model_Tigor,Car_Model_Tucson,Car_Model_Verna,Car_Model_i20,Car_Type_Compact SUV,Car_Type_Hatchback,Car_Type_MPV,Car_Type_Premium SUV,Car_Type_Sedan,Season_Festive,Season_Monsoon
27325,1456067.52,6.0,6552303.84,-0.22813029958655182,2,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27326,1467772.42,1.0,1100829.31,-1.3986165148588425,2,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27327,1520280.81,7.0,7981474.25,-0.07510125640413585,2,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27328,1398583.95,7.0,7342565.74,-0.1838370776196918,2,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27329,1458330.87,12.0,13124977.83,1.2146085636691273,2,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27330,661594.79,12.0,5954353.11,-0.540307654249871,2,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27331,649036.95,17.0,8275221.11,1.180627738499454,2,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27332,662910.22,12.0,5966191.98,-0.2208083851261836,2,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27333,650766.94,11.0,5368827.25,-0.9004396467634823,2,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27334,652120.9,9.0,4401816.08,-1.1369178751327236,2,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27335,738424.89,8.0,4430549.34,-0.001371926119292079,2,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27336,752233.78,5.0,2820876.67,-1.2060106499647207,2,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27337,687993.81,8.0,4127962.86,-0.7399901692795758,2,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27338,740349.07,8.0,4442094.42,-0.48716872173138187,2,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27339,714625.01,5.0,2679843.79,-1.5162812519230566,2,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27340,1126352.4,11.0,9292407.3,0.005529156898713802,2,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27341,1076716.88,11.0,8882914.26,1.2861414830404425,2,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27342,1085156.57,3.0,2441602.28,-0.8550592690982125,2,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27343,1150116.1,6.0,5175522.45,-0.6719407768606923,2,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27344,1102673.09,15.0,12405072.26,0.5430217516522609,2,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27345,938609.39,4.0,2815828.17,-1.6366807302409185,2,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27346,944289.89,14.0,9915043.84,-0.27977347791411755,2,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27347,987232.48,7.0,5182970.52,-0.724223617493381,2,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27348,981528.24,10.0,7361461.8,-0.19615125114033674,2,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27349,922088.98,2.0,1383133.47,-1.616602225811904,2,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27350,782594.32,7.0,4108620.18,-0.8070490332838269,2,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27351,763521.47,8.0,4581128.82,-0.34124388741382045,2,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27352,740783.06,4.0,2222349.18,-1.2440060354844382,2,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27353,715528.89,8.0,4293173.34,-0.29509662136909554,2,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27354,769215.3,13.0,7499849.18,-0.20168933855226787,2,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27355,1426406.83,12.0,12837661.47,0.4673546050729051,2,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27356,1457850.42,3.0,3280163.44,-0.39074659753098046,2,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27357,1416267.11,5.0,5311001.66,0.0697688391247178,2,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27358,1440293.87,1.0,1080220.4,-1.9814511218251358,2,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27359,1424411.29,1.0,1068308.47,-1.8539970625341629,2,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27360,629562.13,9.0,4249544.38,-0.7549296644906262,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27361,626539.75,7.0,3289333.69,-1.4273053442848878,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27362,644014.48,14.0,6762152.04,1.869992897178878,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27363,662628.78,5.0,2484857.93,-1.2943362762220734,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27364,619152.24,12.0,5572370.16,0.0922532454582573,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27365,705002.79,12.0,6345025.11,0.03867160918070623,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27366,698018.5,5.0,2617569.38,-1.082833197461804,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27367,710315.04,17.0,9056516.76,-0.31789793025016183,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27368,701209.31,7.0,3681348.88,-1.1058384950342195,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27369,729419.91,8.0,4376519.46,-1.253072055607262,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27370,1130581.92,12.0,10175237.28,0.9652531665130317,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27371,1101208.77,5.0,4129532.89,-0.5860663963343594,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27372,1065864.33,13.0,10392177.22,0.21324440657383387,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27373,1132961.21,8.0,6797767.26,-0.04311014313019562,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27374,1082716.19,10.0,8120371.42,-0.05045408779315048,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27375,934887.42,5.0,3505827.83,-1.2049995900556516,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27376,979566.22,7.0,5142722.66,-0.6628555820957525,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27377,966606.96,2.0,1449910.44,-1.1145943940211767,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27378,962687.0,2.0,1444030.5,-2.051358460759019,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27379,954647.59,9.0,6443871.23,-0.5208290031304766,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27380,771750.94,13.0,7524571.66,-0.08317951307627335,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27381,741470.18,12.0,6673231.62,-0.372259422239577,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27382,772887.5,10.0,5796656.25,-0.2551428355024947,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27383,737325.64,7.0,3870959.61,-0.3942607446821727,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27384,714727.88,16.0,8576734.56,0.14033174747051266,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27385,1437889.19,10.0,10784168.93,0.4942479678618494,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27386,1412875.55,8.0,8477253.3,0.7700318817671146,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27387,1421348.42,6.0,6396067.89,0.0739050434698302,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27388,1420664.98,8.6,5327493.67,-0.4196285623007768,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27389,1474555.04,1.0,1105916.28,-1.9384231628063988,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27390,662702.83,11.0,5467298.35,-0.9535151228602599,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27391,631124.51,12.0,5680120.59,-0.6137448281057588,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27392,622543.67,9.0,4202169.77,-0.8230518205844165,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27393,624184.4,11.0,5149521.3,-0.4327430716395501,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27394,642798.94,8.0,3856793.64,-0.533263247690788,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27395,729266.54,9.0,4922549.15,-0.8788148452189065,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27396,692536.9,5.0,2597013.38,-1.683364331107931,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27397,709032.0,9.0,4785966.0,-0.4943708089391122,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27398,751515.21,9.0,5072727.67,-0.9513528709795666,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27399,698659.33,8.0,4191955.98,-1.0880303034346936,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27400,1135021.48,14.0,11917725.54,0.12165028649987567,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27401,1090539.64,10.0,8179047.3,0.05996278740395095,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27402,1081261.34,10.0,8109460.05,-0.07282054385320878,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27403,1045051.61,6.0,4702732.25,-0.8568783607040436,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27404,1124768.46,2.0,2995741.916,-1.0935252718497745,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27405,933512.57,7.0,4900940.99,-0.5202534382082866,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27406,943689.45,0.0,0.0,-3.4032058288162768,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27407,939320.61,1.0,704490.46,-2.41557485400115,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27408,964650.16,4.0,2893950.48,-1.3834713982504023,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27409,922898.03,3.0,2076520.57,-1.237935620266004,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27410,717967.94,6.0,3230855.73,-0.6621120819606855,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27411,753078.65,7.0,3953662.91,-0.9699395591747842,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27412,726224.46,0.0,0.0,-3.4032058288162768,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27413,726191.0,9.0,4901789.25,0.0019682198052925572,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27414,766584.14,5.0,2874690.52,-1.260624837419286,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27415,1379963.76,13.0,13454646.66,0.44283134896762166,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27416,1424983.62,5.0,5343688.58,-0.17789333510969152,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27417,1379750.67,8.0,8278504.02,-0.32211808423151617,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27418,1470054.63,7.0,7717786.81,0.784167982489808,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27419,1434508.99,5.0,5379408.71,-0.5161164934879325,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27420,626736.41,16.0,7520836.92,-0.07085447321929134,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27421,644092.71,14.0,6762973.46,-0.8930938281965107,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27422,628707.15,16.0,7544485.8,-0.6596838312423773,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27423,649491.18,7.0,3409828.7,0.3775908166163055,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27424,678718.49,14.0,7126544.14,-0.6681722530545998,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27425,717708.73,6.0,3229689.29,-0.6886953975005973,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27426,732721.98,4.0,2198165.94,-1.3297480765207703,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27427,735240.85,7.0,3860014.46,-1.031567727383893,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27428,737490.08,2.0,1106235.12,-1.9222814367908942,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27429,741741.93,7.0,3894145.13,-0.3430911399352771,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27430,1113411.34,5.0,4175292.53,-0.6554938806957593,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27431,1096527.2,13.0,10691140.2,1.7616145365718339,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27432,1094213.54,7.0,5744621.08,-0.2435928180393682,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27433,1093368.79,17.0,13940452.07,0.32742191572835594,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27434,1051429.98,4.0,3154289.94,-1.023595863186178,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27435,924654.75,9.0,6241419.56,-0.47171766607006826,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27436,959581.46,1.0,719686.09,-2.2601789876767597,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27437,981255.12,6.0,4415648.04,-0.8331207663413518,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27438,996464.02,4.0,2989392.06,-1.3550562952087526,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27439,949872.13,4.0,2849616.39,-0.9354074754955047,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27440,772343.43,12.0,6951090.87,-0.7205821673161668,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27441,731263.02,8.0,4387578.12,-0.7256555942825093,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27442,742509.22,9.0,5011937.24,-0.20413789411542152,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27443,736402.05,5.0,2761507.69,-0.9162824824905915,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27444,778387.61,10.0,5837907.08,0.4065020528439983,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27445,1496048.95,6.0,6732220.27,0.04172712816062307,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27446,1400521.36,6.0,6302346.12,-0.48334908529710524,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27447,1457605.33,13.2,5466019.99,-0.9917113137066829,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27448,1470890.26,5.0,5515838.48,-0.3963397958141732,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27449,1455356.7,5.0,5457587.62,-0.32148702033452226,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27450,626825.8,9.0,4231074.15,-0.7305506407935269,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27451,661661.25,13.0,6451197.19,-0.25763997593212834,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27452,681405.21,17.0,8687916.43,1.0499645353759728,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27453,673349.33,15.0,7575179.96,1.1633880188138754,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27454,666957.9,12.0,6002621.1,-0.1021761360678789,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27455,699812.07,9.0,4723731.47,-0.4751417844396223,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27456,715468.66,12.0,6439217.94,0.3832580109579987,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27457,722293.51,7.0,3792040.93,-0.6648854919065937,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27458,744819.49,5.0,2793073.09,-1.493575075346672,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27459,699287.6,11.0,5769122.7,-0.6142352127376054,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27460,1098914.83,12.0,9890233.47,0.253402676516459,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27461,1128221.19,10.0,8461658.92,0.9237136909622542,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27462,1095243.59,7.0,5750028.85,-0.4744639914483629,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27463,1134731.23,7.0,5957338.96,0.11794462905665398,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27464,1085442.75,6.0,4884492.38,-0.10574906870011427,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27465,928367.33,5.0,5092847.317999999,-1.0505265289699008,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27466,953031.23,9.0,6432960.8,1.0422747587007528,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27467,935496.39,5.0,3508111.46,-0.957404620444681,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27468,943262.77,10.0,7074470.78,0.386258259164015,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27469,948564.83,1.0,711423.62,-2.2523595783773858,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27470,750283.65,8.0,4501701.9,0.20506251680263432,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27471,784223.4,10.0,5881675.5,-0.5486743480670323,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27472,780078.88,6.0,3510354.96,-0.40646590221390666,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27473,755666.08,7.0,5511371.551999999,-0.41006680289259434,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27474,762497.52,13.0,7434350.82,-0.23634883809102403,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27475,1475030.14,6.0,6637635.63,-0.3969493246277593,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27476,1485923.7,8.0,8915542.2,0.550622676549967,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27477,1423754.84,5.0,5339080.65,0.09918599526037407,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27478,1409632.18,5.0,5286120.67,-0.7466647284810367,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27479,1466576.81,4.0,4399730.43,-0.9559270538967286,3,0.82,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27480,675106.89,12.0,6075962.01,0.2753454035833184,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27481,677958.59,12.6,4576220.48,-1.032376287203687,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27482,681913.2,14.0,7160088.6,-0.40729632342857613,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27483,674751.99,16.0,8097023.88,-0.35121481092269397,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27484,623737.38,13.0,6081439.46,-0.1850686157080999,3,0.82,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27485,738017.78,1.0,553513.33,-2.3074246826654723,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27486,703218.75,10.0,5274140.62,-0.9448739003562415,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27487,716634.6,4.0,2149903.8,-1.550974711605068,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27488,725242.22,14.0,7615043.31,-0.20740373813234775,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27489,705119.97,14.0,7403759.69,0.2075804931590662,3,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27490,1081487.5,13.0,10544503.12,0.47238647424547725,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27491,1051946.57,11.0,8678559.2,-0.31087688425698995,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27492,1151191.19,8.0,6907147.14,-0.05937006400233384,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27493,1091285.6,10.0,8184642.0,0.15661988309332764,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27494,1071397.35,6.0,4821288.08,-0.6227489920538279,3,0.82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27495,936297.58,3.0,2106669.55,-1.2320442545930534,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27496,957818.22,6.0,4310181.99,-0.6746532800040862,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27497,911838.68,6.0,4103274.06,0.05582395164479289,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27498,964422.47,5.0,3616584.26,-0.8975314186450992,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27499,924327.68,8.0,5545966.08,0.2571188251938687,3,0.82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
