Unnamed: 0,Index,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Month,Quarter,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,Day,Company_Hyundai India,Company_Maruti Suzuki,Company_Tata Motors,Car_Model_Alcazar,Car_Model_Baleno,Car_Model_Brezza,Car_Model_Creta,Car_Model_Dzire,Car_Model_Ertiga,Car_Model_Grand Vitara,Car_Model_Harrier,Car_Model_Nexon,Car_Model_Nexon EV,Car_Model_Safari,Car_Model_Swift,Car_Model_Tiago,Car_Model_Tigor,Car_Model_Tucson,Car_Model_Venue,Car_Model_Verna,Car_Model_i20,Car_Type_Compact SUV,Car_Type_Electric SUV,Car_Type_Hatchback,Car_Type_MPV,Car_Type_Premium Hatchback,Car_Type_Premium SUV,Car_Type_SUV,Car_Type_Sedan,Day_of_Week_Friday,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Region_Central,Region_East,Region_North,Region_South,Region_West,Season_Festive,Season_Monsoon,Season_Summer,Season_Winter
36946,36946,962481.44,8.0,163.0,5774888.64,163.5,,8.0,35320.42,0.01,5,2,0,0,0,1.0,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
36947,36947,919069.04,3.0,217.0,2067905.34,196.5,42.0,11.0,10523.691,0.03,5,2,0,0,0,1.0,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
36948,36948,993978.45,7.0,105.0,5218386.86,191.5,44.0,4.0,27250.062,0.01,5,2,0,0,0,1.0,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
36949,36949,940353.91,9.0,170.0,6347388.89,189.5,51.0,5.0,33495.456,0.01,5,2,0,0,0,1.0,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
36950,36950,772089.88,13.0,248.0,7527876.33,217.0,38.0,14.0,34690.674,0.01,5,2,0,0,0,1.0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
36951,36951,723730.41,15.0,98.0,8141967.11,158.5,22.0,3.0,51368.878,0.01,5,2,0,0,0,1.0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
36952,36952,716237.55,9.0,72.0,4834603.46,97.5,59.0,9.0,49585.677,0.01,5,2,0,0,1,1.0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
36953,36953,778179.73,10.0,193.0,5836347.97,134.0,34.0,5.0,43554.836,0.01,5,2,0,0,0,1.0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
36954,36954,715781.76,9.0,257.0,4831526.88,203.0,,4.0,23800.625,0.02,5,2,0,0,0,1.0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
36955,36955,1472528.12,13.0,244.0,14357149.17,155.5,54.0,5.0,92328.934,0.0,5,2,0,0,1,1.12,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
36956,36956,1432743.55,7.0,69.0,7521903.64,172.0,55.0,5.0,43731.998,0.01,5,2,0,0,1,1.12,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
36957,36957,1445159.1,7.0,218.0,,151.5,48.0,8.0,50079.771,0.01,5,2,0,0,1,1.12,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
36958,36958,1440674.2,10.0,73.0,10805056.5,160.0,41.0,12.0,67531.603,0.01,5,2,0,0,0,1.12,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
36959,36959,1389790.5,4.0,68.0,4169371.5,164.0,38.0,6.0,25422.997,0.01,5,2,0,0,0,1.12,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
36960,36960,623230.33,24.0,69.0,11218145.94,174.0,39.0,3.0,64472.103,0.01,5,2,0,0,1,1.0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
36961,36961,642572.29,10.0,160.0,4819292.18,204.5,58.0,12.0,23566.221,0.02,5,2,0,0,0,1.0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
36962,36962,674629.01,18.0,,9107491.63,104.0,54.0,7.0,87572.035,0.0,5,2,0,0,0,1.0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
36963,36963,679280.55,13.0,71.0,6622985.36,170.5,,4.0,38844.489,0.01,5,2,0,0,0,1.0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
36964,36964,643290.49,12.0,50.0,5789614.41,115.5,29.0,7.0,50126.532,0.01,5,2,0,0,0,1.0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
36965,36965,714053.13,13.0,87.0,6962018.02,125.5,39.0,10.0,55474.247,0.01,5,2,0,0,0,1.12,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
36966,36966,711150.97,9.0,210.0,,229.0,56.0,9.0,20961.874,0.02,5,2,0,0,1,1.12,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
36967,36967,730253.14,10.0,231.0,5476898.55,199.0,30.0,3.0,27522.103,0.01,5,2,0,0,0,1.12,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
36968,36968,727141.92,10.0,80.0,5453564.4,123.5,45.0,14.0,44158.416,0.01,5,2,0,0,0,1.12,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
36969,36969,754125.36,16.0,213.0,9049504.32,173.0,30.0,11.0,52309.274,0.01,5,2,0,0,0,1.12,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
36970,36970,1135031.21,11.0,182.0,9364007.48,203.0,50.0,3.0,46128.116,0.01,5,2,0,0,0,1.12,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
36971,36971,1102098.3,6.0,118.0,4959442.35,160.0,52.0,6.0,30996.515,0.01,5,2,0,0,0,1.12,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
36972,36972,1083710.7,13.0,207.0,10566179.32,210.5,40.0,7.0,50195.626,0.01,5,2,0,0,0,1.12,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
36973,36973,1110699.58,11.0,164.0,9163271.54,165.5,32.0,6.0,55367.2,0.01,5,2,0,0,0,1.12,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
36974,36974,1059230.71,18.0,139.0,14299614.58,196.0,45.0,12.0,72957.217,0.01,5,2,0,0,1,1.12,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
36975,36975,912579.66,,79.0,3422173.73,174.5,20.0,7.0,19611.311,0.02,5,2,0,0,0,1.0,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
36976,36976,992247.26,12.0,138.0,8930225.34,137.5,30.0,4.0,64947.093,0.01,5,2,0,0,1,1.0,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
36977,36977,936935.26,10.0,220.0,7027014.45,221.0,35.0,10.0,31796.445,0.01,5,2,0,0,0,1.0,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
36978,36978,951164.97,8.0,268.0,5706989.82,161.0,45.0,6.0,35447.142,0.01,5,2,0,0,0,1.0,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
36979,36979,962422.89,10.0,69.0,7218171.67,131.5,52.0,11.0,54891.039,0.01,5,2,0,0,1,1.0,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
36980,36980,764713.92,7.0,168.0,4014748.08,160.0,44.0,7.0,25092.176,0.01,5,2,0,0,0,1.0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
36981,36981,774510.1,11.0,146.0,6389708.32,169.0,32.0,10.0,37808.925,0.01,5,2,0,0,1,1.0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
36982,36982,745319.01,11.0,194.0,6148881.83,227.0,30.0,6.0,27087.585,0.01,5,2,0,0,0,1.0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
36983,36983,719783.49,8.0,86.0,4318700.94,64.0,51.0,5.0,67479.702,0.01,5,2,0,0,0,1.0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
36984,36984,740164.25,11.0,291.0,6106355.06,280.0,35.0,5.0,21808.411,0.02,5,2,0,0,1,1.0,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
36985,36985,1501661.45,9.0,275.0,10136214.79,163.5,,13.0,61995.197,0.01,5,2,0,0,0,1.12,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
36986,36986,1424136.88,,270.0,8544821.28,231.5,27.0,4.0,36910.675,0.01,5,2,0,0,0,1.12,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
36987,36987,1384079.66,10.0,132.0,10380597.45,97.0,45.0,3.0,107016.469,0.0,5,2,0,0,0,1.12,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
36988,36988,1381199.21,8.0,59.0,8287195.26,119.0,26.0,12.0,69640.296,0.01,5,2,0,0,0,1.12,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
36989,36989,1464934.23,9.0,129.0,9888306.05,97.5,35.0,5.0,101418.524,0.0,5,2,0,0,0,1.12,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
36990,36990,626565.86,12.0,55.0,5639092.74,115.5,44.0,4.0,48823.314,0.01,5,2,0,0,0,1.0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
36991,36991,653525.99,15.0,242.0,7352167.39,157.5,46.0,6.0,46680.428,0.01,5,2,0,0,1,1.0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36992,36992,658849.85,18.0,176.0,8894472.97,168.0,24.0,,52943.291,0.01,5,2,0,0,0,1.0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36993,36993,623582.41,18.0,64.0,8418362.54,137.5,58.0,7.0,61224.455,0.01,5,2,0,0,0,1.0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36994,36994,658923.43,19.0,237.0,9389658.88,236.5,59.0,9.0,39702.575,0.01,5,2,0,0,1,1.0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
36995,36995,755452.5,8.0,171.0,4532715.0,191.0,49.0,5.0,23731.492,0.02,5,2,0,0,0,1.12,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
36996,36996,703680.79,15.0,117.0,7916408.89,162.5,51.0,3.0,48716.362,0.01,5,2,0,0,1,1.12,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36997,36997,689239.31,4.0,297.0,2067717.93,211.5,23.0,12.0,9776.444,0.04,5,2,0,0,0,1.12,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36998,36998,694533.91,13.0,210.0,6771705.62,147.0,53.0,5.0,46066.025,0.01,5,2,0,0,0,1.12,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
36999,36999,749039.51,9.0,161.0,5056016.69,166.5,39.0,4.0,30366.467,0.01,5,2,0,0,0,1.12,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37000,37000,1112112.5,13.0,179.0,10843096.88,211.5,27.0,5.0,51267.598,0.01,5,2,0,0,0,1.12,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37001,37001,1072527.32,8.0,94.0,6435163.92,161.5,59.0,13.0,39846.216,0.01,5,2,0,0,0,1.12,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37002,37002,1084362.73,16.0,218.0,13012352.76,239.5,24.0,,54331.327,0.01,5,2,0,0,0,1.12,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37003,37003,1107916.28,20.0,,16618744.2,249.5,57.0,12.0,66608.193,0.01,5,2,0,0,1,1.12,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37004,37004,1064437.15,12.0,71.0,9579934.35,140.5,52.0,3.0,68184.586,0.01,5,2,0,0,0,1.12,17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37005,37005,984795.12,14.0,286.0,10340348.76,204.5,55.0,14.0,50564.053,0.01,5,2,0,0,0,1.0,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37006,37006,927501.13,9.0,242.0,6260632.63,173.0,32.0,6.0,36188.628,0.01,5,2,0,0,0,1.0,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37007,37007,968764.6,9.0,109.0,6539161.05,78.0,31.0,7.0,83835.398,0.0,5,2,0,0,0,1.0,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37008,37008,921251.48,9.0,127.0,6218447.49,86.0,32.0,3.0,72307.529,0.01,5,2,0,0,1,1.0,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37009,37009,906146.36,12.0,118.0,8155317.24,176.0,49.0,4.0,46337.03,0.01,5,2,0,0,0,1.0,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37010,37010,765492.42,13.0,168.0,7463551.1,197.5,53.0,13.0,37790.132,0.01,5,2,0,0,0,1.0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37011,37011,765859.18,,238.0,10339098.93,142.0,46.0,13.0,72810.556,0.01,5,2,0,0,0,1.0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37012,37012,758379.01,13.0,63.0,7394195.35,71.5,,3.0,103415.32,0.0,5,2,0,0,0,1.0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37013,37013,757019.24,9.0,82.0,5109879.87,180.0,51.0,12.0,28388.221,0.01,5,2,0,0,1,1.0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37014,37014,755763.68,16.0,55.0,9069164.16,93.5,40.0,4.0,96996.408,0.0,5,2,0,0,0,1.0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37015,37015,1441482.08,3.0,204.0,,208.5,57.0,13.0,15555.562,0.02,5,2,0,0,0,1.12,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37016,37016,1518879.09,4.0,184.0,4556637.27,175.0,55.0,13.0,26037.927,0.01,5,2,0,0,0,1.12,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37017,37017,1467637.36,6.0,230.0,6604368.12,200.0,47.0,14.0,33021.841,0.01,5,2,0,0,0,1.12,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37018,37018,1382442.66,1.0,62.0,1036831.99,63.5,,8.0,16328.063,0.02,5,2,0,0,1,1.12,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37019,37019,1471880.29,10.0,273.0,11039102.18,250.5,36.0,3.0,44068.272,0.01,5,2,0,0,0,1.12,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37020,37020,655514.95,13.0,55.0,6391270.76,160.5,28.0,5.0,39821.002,0.01,5,2,1,0,0,1.0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
37021,37021,682257.51,18.0,89.0,9210476.38,124.5,58.0,14.0,73979.73,0.0,5,2,1,0,1,1.0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
37022,37022,631741.22,27.0,113.0,12792759.71,164.0,28.0,9.0,78004.632,0.0,5,2,1,0,0,1.0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
37023,37023,653659.82,19.0,263.0,9314652.44,269.0,42.0,6.0,34626.961,0.01,5,2,1,0,0,1.0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
37024,37024,645238.98,18.0,168.0,8710726.23,207.5,44.0,14.0,41979.404,0.01,5,2,1,0,1,1.0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
37025,37025,734957.78,17.0,139.0,9370711.7,161.5,58.0,10.0,58022.983,0.01,5,2,1,0,1,1.12,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
37026,37026,684520.54,10.0,210.0,5133904.05,147.0,57.0,3.0,34924.517,0.01,5,2,1,0,0,1.12,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
37027,37027,699569.73,17.0,160.0,8919514.06,103.0,38.0,10.0,86597.224,0.0,5,2,1,0,0,1.12,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
37028,37028,719439.12,11.0,114.0,5935372.74,143.0,,8.0,41506.103,0.01,5,2,1,0,0,1.12,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
37029,37029,713393.32,15.0,210.0,8025674.85,222.5,45.0,8.0,36070.449,0.01,5,2,1,0,0,1.12,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
37030,37030,1102867.29,11.0,224.0,9098655.14,174.0,55.0,6.0,52291.121,0.01,5,2,1,0,0,1.12,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
37031,37031,1133324.12,15.0,199.0,12749896.35,143.5,55.0,4.0,88849.452,0.0,5,2,1,0,0,1.12,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
37032,37032,1057240.21,11.0,204.0,8722231.73,185.0,45.0,11.0,47147.199,0.01,5,2,1,0,0,1.12,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
37033,37033,1135672.28,13.0,141.0,11072804.73,184.0,26.0,3.0,60178.287,0.01,5,2,1,0,1,1.12,18,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
