,Date,Company,Car_Model,Car_Type,Region,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Season,Month,Quarter,Day_of_Week,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,EV_Charging_Stations_Nearby,Govt_Subsidy_Applied,Dealer_Network_Size,Service_Type,Warranty_Years,Export_Units
39197,2024-07-29,Maruti Suzuki,Ertiga,MPV,East,995609.94,4.0,120.0,2986829.82,121.0,56.0,12.0,24684.544,0.01,Monsoon,7,3,Monday,0,0,0,0.82,,,171.0,Arena,,
39198,2024-07-29,Maruti Suzuki,Ertiga,MPV,West,937026.13,7.0,215.0,4919387.18,214.5,39.0,14.0,22934.206,0.02,Monsoon,7,3,Monday,0,0,1,0.82,,,79.0,Arena,,
39199,2024-07-29,Maruti Suzuki,Ertiga,MPV,Central,910122.5,2.0,99.0,1365183.75,154.0,25.0,14.0,8864.83,0.04,Monsoon,7,3,Monday,0,0,0,0.82,,,146.0,Nexa,,
39200,2024-07-29,Maruti Suzuki,Baleno,Premium Hatchback,North,763980.79,12.0,85.0,6875827.11,157.5,21.0,,43656.045,0.01,Monsoon,7,3,Monday,0,0,0,0.82,,,62.0,Arena,,
39201,2024-07-29,Maruti Suzuki,Baleno,Premium Hatchback,South,771520.18,5.0,105.0,2893200.67,129.0,36.0,4.0,22427.912,0.02,Monsoon,7,3,Monday,0,0,0,0.82,,,171.0,Arena,,
39202,2024-07-29,Maruti Suzuki,Baleno,Premium Hatchback,East,770038.49,7.0,219.0,4042702.07,178.0,33.0,10.0,22711.809,0.02,Monsoon,7,3,Monday,0,0,0,0.82,,,95.0,Arena,,
39203,2024-07-29,Maruti Suzuki,Baleno,Premium Hatchback,West,772259.87,10.0,56.0,5791949.02,78.5,35.0,10.0,73782.79,0.0,Monsoon,7,3,Monday,0,0,0,0.82,,,119.0,Arena,,
39204,2024-07-29,Maruti Suzuki,Baleno,Premium Hatchback,Central,746860.98,3.0,73.0,1680437.21,160.0,53.0,8.0,10502.733,0.03,Monsoon,7,3,Monday,0,0,0,0.82,,,128.0,Nexa,,
39205,2024-07-29,Maruti Suzuki,Grand Vitara,SUV,North,1519367.8,0.0,228.0,0.0,182.0,23.0,14.0,0.0,0.0,Monsoon,7,3,Monday,0,0,0,0.82,,,169.0,Arena,,
39206,2024-07-29,Maruti Suzuki,Grand Vitara,SUV,South,1484792.4,8.0,288.0,8908754.4,275.5,55.0,4.0,32336.677,0.01,Monsoon,7,3,Monday,0,0,0,0.82,,,121.0,Nexa,,
39207,2024-07-29,Maruti Suzuki,Grand Vitara,SUV,East,1483351.5,10.0,148.0,11125136.25,99.5,39.0,5.0,111810.415,0.0,Monsoon,7,3,Monday,0,0,1,0.82,,,61.0,Nexa,,
39208,2024-07-29,Maruti Suzuki,Grand Vitara,SUV,West,1444529.41,5.0,175.0,5416985.29,210.5,39.0,7.0,25733.897,0.01,Monsoon,7,3,Monday,0,0,0,0.82,,,115.0,Arena,,
39209,2024-07-29,Maruti Suzuki,Grand Vitara,SUV,Central,1449831.65,13.0,81.0,14135858.59,87.0,48.0,10.0,162481.133,0.0,Monsoon,7,3,Monday,0,0,0,0.82,,,63.0,Nexa,,
39210,2024-07-30,Maruti Suzuki,Swift,Hatchback,North,671240.98,11.0,86.0,5537738.08,134.0,31.0,4.0,41326.404,0.01,Monsoon,7,3,Tuesday,0,0,0,0.82,,,105.0,Arena,,
39211,2024-07-30,Maruti Suzuki,Swift,Hatchback,South,628893.92,16.0,281.0,7546727.04,267.5,36.0,14.0,28212.064,0.01,Monsoon,7,3,Tuesday,0,0,1,0.82,,,143.0,Arena,,
39212,2024-07-30,Maruti Suzuki,Swift,Hatchback,East,658107.11,16.0,218.0,7897285.32,198.5,59.0,7.0,39784.813,0.01,Monsoon,7,3,Tuesday,0,0,1,0.82,,,127.0,Arena,,
39213,2024-07-30,Maruti Suzuki,Swift,Hatchback,West,655684.5,5.0,105.0,2458816.88,82.5,40.0,5.0,29803.841,0.01,Monsoon,7,3,Tuesday,0,0,0,0.82,,,151.0,Arena,,
39214,2024-07-30,Maruti Suzuki,Swift,Hatchback,Central,664823.83,9.0,86.0,4487560.85,134.0,52.0,13.0,33489.26,0.01,Monsoon,7,3,Tuesday,0,0,1,0.82,,,128.0,Nexa,,
39215,2024-07-30,Maruti Suzuki,Dzire,Sedan,North,731248.01,13.0,189.0,7129668.1,228.5,22.0,11.0,31202.049,0.01,Monsoon,7,3,Tuesday,0,0,0,0.82,,,109.0,Arena,,
39216,2024-07-30,Maruti Suzuki,Dzire,Sedan,South,712202.13,10.0,53.0,5341515.98,119.5,27.0,3.0,44698.878,0.01,Monsoon,7,3,Tuesday,0,0,1,0.82,,,173.0,Arena,,
39217,2024-07-30,Maruti Suzuki,Dzire,Sedan,East,726086.89,9.0,121.0,4901086.51,108.0,33.0,11.0,45380.431,0.01,Monsoon,7,3,Tuesday,0,0,0,0.82,,,174.0,Arena,,
39218,2024-07-30,Maruti Suzuki,Dzire,Sedan,West,706144.87,8.0,290.0,4236869.22,218.5,24.0,14.0,19390.706,0.02,Monsoon,7,3,Tuesday,0,0,0,0.82,,,153.0,Nexa,,
39219,2024-07-30,Maruti Suzuki,Dzire,Sedan,Central,705876.17,9.0,61.0,4764664.15,110.5,20.0,11.0,43119.133,0.01,Monsoon,7,3,Tuesday,0,0,0,0.82,,,148.0,Arena,,
39220,2024-07-30,Maruti Suzuki,Brezza,Compact SUV,North,1114119.46,10.0,269.0,8355895.95,232.0,20.0,4.0,36016.793,0.01,Monsoon,7,3,Tuesday,0,0,0,0.82,,,190.0,Nexa,,
39221,2024-07-30,Maruti Suzuki,Brezza,Compact SUV,South,1123713.23,13.0,203.0,10956203.99,125.0,24.0,6.0,87649.632,0.0,Monsoon,7,3,Tuesday,0,0,0,0.82,,,187.0,Nexa,,
39222,2024-07-30,Maruti Suzuki,Brezza,Compact SUV,East,1089275.78,10.0,150.0,8169568.35,204.0,29.0,12.0,40046.904,0.01,Monsoon,7,3,Tuesday,0,0,1,0.82,,,95.0,Arena,,
39223,2024-07-30,Maruti Suzuki,Brezza,Compact SUV,West,1069506.6,7.0,108.0,5614909.65,103.0,35.0,11.0,54513.686,0.01,Monsoon,7,3,Tuesday,0,0,0,0.82,,,164.0,Nexa,,
39224,2024-07-30,Maruti Suzuki,Brezza,Compact SUV,Central,1106899.76,7.0,255.0,5811223.74,254.0,25.0,4.0,22878.834,0.02,Monsoon,7,3,Tuesday,0,0,0,0.82,,,129.0,Arena,,
39225,2024-07-30,Maruti Suzuki,Ertiga,MPV,North,988154.35,4.0,91.0,2964463.05,67.5,40.0,3.0,43917.971,0.01,Monsoon,7,3,Tuesday,0,0,0,0.82,,,51.0,Arena,,
39226,2024-07-30,Maruti Suzuki,Ertiga,MPV,South,917536.59,4.0,207.0,2752609.77,209.5,51.0,11.0,13138.949,0.03,Monsoon,7,3,Tuesday,0,0,1,0.82,,,164.0,Arena,,
39227,2024-07-30,Maruti Suzuki,Ertiga,MPV,East,955849.47,6.0,287.0,4301322.62,233.0,56.0,7.0,18460.612,0.02,Monsoon,7,3,Tuesday,0,0,1,0.82,,,151.0,Arena,,
39228,2024-07-30,Maruti Suzuki,Ertiga,MPV,West,972829.46,5.0,168.0,3648110.47,172.5,46.0,12.0,21148.466,0.02,Monsoon,7,3,Tuesday,0,0,1,0.82,,,178.0,Nexa,,
39229,2024-07-30,Maruti Suzuki,Ertiga,MPV,Central,986244.11,8.0,228.0,5917464.66,205.0,42.0,5.0,28865.681,0.01,Monsoon,7,3,Tuesday,0,0,0,0.82,,,65.0,Arena,,
39230,2024-07-30,Maruti Suzuki,Baleno,Premium Hatchback,North,714490.16,9.0,161.0,4822808.58,129.0,28.0,9.0,37386.113,0.01,Monsoon,7,3,Tuesday,0,0,0,0.82,,,120.0,Arena,,
39231,2024-07-30,Maruti Suzuki,Baleno,Premium Hatchback,South,730732.76,6.0,136.0,3288297.42,188.0,51.0,7.0,17490.944,0.02,Monsoon,7,3,Tuesday,0,0,0,0.82,,,147.0,Arena,,
39232,2024-07-30,Maruti Suzuki,Baleno,Premium Hatchback,East,729282.05,12.0,143.0,6563538.45,196.0,20.0,8.0,33487.441,0.01,Monsoon,7,3,Tuesday,0,0,0,0.82,,,186.0,Nexa,,
39233,2024-07-30,Maruti Suzuki,Baleno,Premium Hatchback,West,722842.26,9.0,284.0,4879185.26,174.5,45.0,5.0,27960.947,0.01,Monsoon,7,3,Tuesday,0,0,1,0.82,,,181.0,Nexa,,
39234,2024-07-30,Maruti Suzuki,Baleno,Premium Hatchback,Central,732757.03,11.0,85.0,6045245.5,165.0,21.0,4.0,36637.852,0.01,Monsoon,7,3,Tuesday,0,0,0,0.82,,,87.0,Arena,,
39235,2024-07-30,Maruti Suzuki,Grand Vitara,SUV,North,1494397.06,3.0,239.0,3362393.38,199.5,53.0,3.0,16854.102,0.02,Monsoon,7,3,Tuesday,0,0,1,0.82,,,100.0,Nexa,,
39236,2024-07-30,Maruti Suzuki,Grand Vitara,SUV,South,1489349.53,10.0,215.0,11170121.47,201.0,23.0,7.0,55572.744,0.01,Monsoon,7,3,Tuesday,0,0,1,0.82,,,102.0,Nexa,,
39237,2024-07-30,Maruti Suzuki,Grand Vitara,SUV,East,1503259.21,8.0,143.0,9019555.26,189.5,54.0,5.0,47596.598,0.01,Monsoon,7,3,Tuesday,0,0,1,0.82,,,199.0,Arena,,
39238,2024-07-30,Maruti Suzuki,Grand Vitara,SUV,West,1480670.02,4.0,241.0,4442010.06,246.0,42.0,6.0,18056.951,0.02,Monsoon,7,3,Tuesday,0,0,1,0.82,,,192.0,Arena,,
39239,2024-07-30,Maruti Suzuki,Grand Vitara,SUV,Central,1423355.01,8.0,283.0,8540130.06,273.5,41.0,13.0,31225.338,0.01,Monsoon,7,3,Tuesday,0,0,0,0.82,,,182.0,Nexa,,
39240,2024-07-31,Maruti Suzuki,Swift,Hatchback,North,625909.11,6.0,271.0,2816591.0,196.5,24.0,13.0,14333.796,0.03,Monsoon,7,3,Wednesday,0,0,0,0.82,,,180.0,Nexa,,
39241,2024-07-31,Maruti Suzuki,Swift,Hatchback,South,675267.36,12.0,269.0,6077406.24,244.5,57.0,6.0,24856.467,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,153.0,Arena,,
39242,2024-07-31,Maruti Suzuki,Swift,Hatchback,East,661520.78,11.0,71.0,5457546.44,124.0,41.0,7.0,44012.471,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,69.0,Nexa,,
39243,2024-07-31,Maruti Suzuki,Swift,Hatchback,West,626251.74,9.0,271.0,4227199.25,235.5,38.0,5.0,17949.891,0.02,Monsoon,7,3,Wednesday,0,0,0,0.82,,,174.0,Arena,,
39244,2024-07-31,Maruti Suzuki,Swift,Hatchback,Central,679992.09,9.0,224.0,4589946.61,159.5,32.0,4.0,28777.095,0.01,Monsoon,7,3,Wednesday,0,0,1,0.82,,,86.0,Nexa,,
39245,2024-07-31,Maruti Suzuki,Dzire,Sedan,North,688745.11,13.0,254.0,6715264.82,226.5,52.0,6.0,29647.968,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,138.0,Nexa,,
39246,2024-07-31,Maruti Suzuki,Dzire,Sedan,South,755056.67,7.0,267.0,3964047.52,241.5,48.0,11.0,16414.275,0.02,Monsoon,7,3,Wednesday,0,0,0,0.82,,,132.0,Arena,,
39247,2024-07-31,Maruti Suzuki,Dzire,Sedan,East,724217.22,6.0,228.0,3258977.49,161.5,31.0,10.0,20179.427,0.02,Monsoon,7,3,Wednesday,0,0,1,0.82,,,74.0,Arena,,
39248,2024-07-31,Maruti Suzuki,Dzire,Sedan,West,713059.8,6.0,156.0,3208769.1,216.5,53.0,14.0,14821.104,0.02,Monsoon,7,3,Wednesday,0,0,0,0.82,,,165.0,Arena,,
39249,2024-07-31,Maruti Suzuki,Dzire,Sedan,Central,705102.77,13.0,229.0,6874752.01,221.5,44.0,4.0,31037.255,0.01,Monsoon,7,3,Wednesday,0,0,1,0.82,,,135.0,Arena,,
39250,2024-07-31,Maruti Suzuki,Brezza,Compact SUV,North,1087570.13,9.0,89.0,7341098.38,165.5,24.0,14.0,44357.09,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,176.0,Arena,,
39251,2024-07-31,Maruti Suzuki,Brezza,Compact SUV,South,1078683.06,7.0,77.0,5663086.07,98.5,35.0,14.0,57493.26,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,192.0,Arena,,
39252,2024-07-31,Maruti Suzuki,Brezza,Compact SUV,East,1091203.92,8.0,102.0,6547223.52,144.5,,14.0,45309.505,0.01,Monsoon,7,3,Wednesday,0,0,1,0.82,,,92.0,Arena,,
39253,2024-07-31,Maruti Suzuki,Brezza,Compact SUV,West,1077506.73,8.0,97.0,6465040.38,184.0,34.0,9.0,35136.089,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,129.0,Arena,,
39254,2024-07-31,Maruti Suzuki,Brezza,Compact SUV,Central,1119380.15,11.0,85.0,9234886.24,169.0,22.0,9.0,54644.297,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,164.0,Nexa,,
39255,2024-07-31,Maruti Suzuki,Ertiga,MPV,North,910475.75,6.0,269.0,4097140.88,257.5,51.0,5.0,15911.227,0.02,Monsoon,7,3,Wednesday,0,0,1,0.82,,,157.0,Arena,,
39256,2024-07-31,Maruti Suzuki,Ertiga,MPV,South,982040.8,14.0,219.0,10311428.4,146.5,55.0,7.0,70385.177,0.01,Monsoon,7,3,Wednesday,0,0,1,0.82,,,68.0,Nexa,,
39257,2024-07-31,Maruti Suzuki,Ertiga,MPV,East,928605.19,5.0,,3482269.46,179.5,51.0,12.0,19399.83,0.02,Monsoon,7,3,Wednesday,0,0,1,0.82,,,140.0,Arena,,
39258,2024-07-31,Maruti Suzuki,Ertiga,MPV,West,971234.21,10.0,188.0,7284256.57,165.0,36.0,,44147.01,0.01,Monsoon,7,3,Wednesday,0,0,1,0.82,,,64.0,Nexa,,
39259,2024-07-31,Maruti Suzuki,Ertiga,MPV,Central,923235.33,9.0,210.0,6231838.48,161.0,45.0,10.0,38707.071,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,70.0,Nexa,,
39260,2024-07-31,Maruti Suzuki,Baleno,Premium Hatchback,North,733176.2,8.0,77.0,4399057.2,141.5,25.0,9.0,31088.743,0.01,Monsoon,7,3,Wednesday,0,0,1,0.82,,,166.0,Nexa,,
39261,2024-07-31,Maruti Suzuki,Baleno,Premium Hatchback,South,753123.1,6.0,131.0,3389053.95,137.5,29.0,5.0,24647.665,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,188.0,Arena,,
39262,2024-07-31,Maruti Suzuki,Baleno,Premium Hatchback,East,762346.37,7.0,187.0,4002318.44,128.5,34.0,11.0,31146.447,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,166.0,Nexa,,
39263,2024-07-31,Maruti Suzuki,Baleno,Premium Hatchback,West,772967.89,4.0,175.0,2318903.67,206.5,42.0,14.0,11229.558,0.03,Monsoon,7,3,Wednesday,0,0,1,0.82,,,87.0,Nexa,,
39264,2024-07-31,Maruti Suzuki,Baleno,Premium Hatchback,Central,742702.06,8.0,99.0,4456212.36,95.5,36.0,8.0,46661.91,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,53.0,Arena,,
39265,2024-07-31,Maruti Suzuki,Grand Vitara,SUV,North,1435703.49,4.0,216.0,4307110.47,134.0,28.0,11.0,32142.615,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,148.0,Nexa,,
39266,2024-07-31,Maruti Suzuki,Grand Vitara,SUV,South,1462411.16,8.0,265.0,8774466.96,260.0,34.0,6.0,33747.95,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,93.0,Arena,,
39267,2024-07-31,Maruti Suzuki,Grand Vitara,SUV,East,1401542.48,3.0,220.0,3153470.58,249.0,29.0,10.0,12664.54,0.03,Monsoon,7,3,Wednesday,0,0,0,0.82,,,138.0,Arena,,
39268,2024-07-31,Maruti Suzuki,Grand Vitara,SUV,West,1467536.22,,53.0,3301956.5,77.5,52.0,13.0,42605.89,0.01,Monsoon,7,3,Wednesday,0,0,0,0.82,,,149.0,Arena,,
39269,2024-07-31,Maruti Suzuki,Grand Vitara,SUV,Central,1449179.04,6.0,216.0,6521305.68,238.0,44.0,14.0,27400.444,0.01,Monsoon,7,3,Wednesday,0,0,1,0.82,,,196.0,Nexa,,
39270,2024-08-01,Maruti Suzuki,Swift,Hatchback,North,644845.48,14.0,184.0,6770877.54,117.0,58.0,14.0,57870.748,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,,,197.0,Nexa,,
39271,2024-08-01,Maruti Suzuki,Swift,Hatchback,South,665857.56,19.0,138.0,9488470.23,197.5,39.0,11.0,48042.887,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,,,65.0,Arena,,
39272,2024-08-01,Maruti Suzuki,Swift,Hatchback,East,630774.45,9.0,226.0,4257727.54,248.0,49.0,8.0,17168.256,0.02,Monsoon,8,3,Thursday,0,0,0,0.82,,,59.0,Nexa,,
39273,2024-08-01,Maruti Suzuki,Swift,Hatchback,West,642958.12,12.0,269.0,5786623.08,272.0,48.0,7.0,21274.35,0.02,Monsoon,8,3,Thursday,0,0,0,0.82,,,121.0,Arena,,
39274,2024-08-01,Maruti Suzuki,Swift,Hatchback,Central,656548.21,12.0,297.0,5908933.89,231.5,47.0,8.0,25524.552,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,,,192.0,Nexa,,
39275,2024-08-01,Maruti Suzuki,Dzire,Sedan,North,697782.86,7.0,277.0,3663360.02,250.0,34.0,14.0,14653.44,0.02,Monsoon,8,3,Thursday,0,0,1,0.82,,,131.0,Arena,,
39276,2024-08-01,Maruti Suzuki,Dzire,Sedan,South,752386.78,7.0,106.0,3950030.59,145.5,29.0,7.0,27147.977,0.01,Monsoon,8,3,Thursday,0,0,1,0.82,,,71.0,Arena,,
39277,2024-08-01,Maruti Suzuki,Dzire,Sedan,East,735438.94,7.0,264.0,3861054.43,195.0,20.0,14.0,19800.279,0.02,Monsoon,8,3,Thursday,0,0,0,0.82,,,64.0,Nexa,,
39278,2024-08-01,Maruti Suzuki,Dzire,Sedan,West,752093.66,10.0,210.0,5640702.45,203.5,46.0,4.0,27718.44,0.01,Monsoon,8,3,Thursday,0,0,1,0.82,,,197.0,Nexa,,
39279,2024-08-01,Maruti Suzuki,Dzire,Sedan,Central,690976.55,6.0,282.0,3109394.48,232.5,40.0,7.0,13373.74,0.03,Monsoon,8,3,Thursday,0,0,0,0.82,,,66.0,Arena,,
39280,2024-08-01,Maruti Suzuki,Brezza,Compact SUV,North,1134649.21,9.0,81.0,7658882.17,113.5,28.0,7.0,67479.138,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,,,120.0,Nexa,,
39281,2024-08-01,Maruti Suzuki,Brezza,Compact SUV,South,1153889.76,10.0,247.0,,193.0,29.0,8.0,44840.276,0.01,Monsoon,8,3,Thursday,0,0,1,0.82,,,114.0,Arena,,
39282,2024-08-01,Maruti Suzuki,Brezza,Compact SUV,East,1081189.09,6.0,211.0,4865350.91,229.5,30.0,5.0,21199.786,0.02,Monsoon,8,3,Thursday,0,0,0,0.82,,,99.0,Nexa,,
39283,2024-08-01,Maruti Suzuki,Brezza,Compact SUV,West,1048867.22,6.0,117.0,4719902.49,143.0,24.0,7.0,33006.311,0.01,Monsoon,8,3,Thursday,0,0,1,0.82,,,84.0,Nexa,,
39284,2024-08-01,Maruti Suzuki,Brezza,Compact SUV,Central,1049512.76,4.0,56.0,3148538.28,112.5,49.0,13.0,27987.007,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,,,100.0,Arena,,
39285,2024-08-01,Maruti Suzuki,Ertiga,MPV,North,946584.95,7.0,181.0,4969570.99,202.5,31.0,7.0,24541.091,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,,,154.0,Arena,,
39286,2024-08-01,Maruti Suzuki,Ertiga,MPV,South,930903.3,7.0,56.0,4887242.33,66.5,42.0,3.0,73492.366,0.0,Monsoon,8,3,Thursday,0,0,0,0.82,,,80.0,Nexa,,
39287,2024-08-01,Maruti Suzuki,Ertiga,MPV,East,987985.63,6.0,222.0,4445935.33,206.0,22.0,10.0,21582.21,0.02,Monsoon,8,3,Thursday,0,0,0,0.82,,,196.0,Arena,,
39288,2024-08-01,Maruti Suzuki,Ertiga,MPV,West,920943.27,11.0,234.0,7597781.98,228.5,21.0,13.0,33250.687,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,,,61.0,Arena,,
39289,2024-08-01,Maruti Suzuki,Ertiga,MPV,Central,997321.37,7.0,89.0,5235937.19,159.5,56.0,5.0,32827.192,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,,,198.0,Nexa,,
39290,2024-08-01,Maruti Suzuki,Baleno,Premium Hatchback,North,728003.29,4.0,183.0,2184009.87,174.5,34.0,14.0,12515.816,0.03,Monsoon,8,3,Thursday,0,0,0,0.82,,,109.0,Arena,,
39291,2024-08-01,Maruti Suzuki,Baleno,Premium Hatchback,South,770829.29,8.0,230.0,4624975.74,141.5,47.0,14.0,32685.341,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,,,66.0,Arena,,
39292,2024-08-01,Maruti Suzuki,Baleno,Premium Hatchback,East,760799.47,11.0,65.0,6276595.63,74.0,38.0,10.0,84818.86,0.0,Monsoon,8,3,Thursday,0,0,0,0.82,,,149.0,Arena,,
39293,2024-08-01,Maruti Suzuki,Baleno,Premium Hatchback,West,776334.12,14.0,72.0,8151508.26,141.0,43.0,9.0,57812.115,0.01,Monsoon,8,3,Thursday,0,0,1,0.82,,,73.0,Arena,,
39294,2024-08-01,Maruti Suzuki,Baleno,Premium Hatchback,Central,749834.79,3.0,155.0,1687128.28,154.5,40.0,5.0,10919.924,0.03,Monsoon,8,3,Thursday,0,0,0,0.82,,,120.0,Arena,,
39295,2024-08-01,Maruti Suzuki,Grand Vitara,SUV,North,1399246.8,1.0,228.0,1049435.1,234.0,56.0,14.0,4484.765,0.08,Monsoon,8,3,Thursday,0,0,1,0.82,,,181.0,Nexa,,
39296,2024-08-01,Maruti Suzuki,Grand Vitara,SUV,South,1472705.54,5.0,152.0,5522645.78,103.0,20.0,9.0,53617.92,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,,,159.0,Arena,,
39297,2024-08-01,Maruti Suzuki,Grand Vitara,SUV,East,1380469.12,3.0,,3106055.52,191.5,58.0,10.0,16219.611,0.02,Monsoon,8,3,Thursday,0,0,0,0.82,,,157.0,Arena,,
39298,2024-08-01,Maruti Suzuki,Grand Vitara,SUV,West,1434708.01,5.0,91.0,5380155.04,105.0,48.0,6.0,51239.572,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,,,85.0,Arena,,
39299,2024-08-01,Maruti Suzuki,Grand Vitara,SUV,Central,1473842.88,5.0,73.0,5526910.8,114.5,29.0,5.0,48269.963,0.01,Monsoon,8,3,Thursday,0,0,0,0.82,,,54.0,Arena,,
39300,2024-08-02,Maruti Suzuki,Swift,Hatchback,North,670627.8,17.0,111.0,8550504.45,141.0,56.0,7.0,60641.876,0.01,Monsoon,8,3,Friday,0,0,0,0.82,,,62.0,Nexa,,
39301,2024-08-02,Maruti Suzuki,Swift,Hatchback,South,678690.88,19.0,296.0,9671345.04,265.0,31.0,3.0,36495.642,0.01,Monsoon,8,3,Friday,0,0,1,0.82,,,50.0,Nexa,,
39302,2024-08-02,Maruti Suzuki,Swift,Hatchback,East,644373.03,19.0,165.0,9182315.68,221.5,45.0,4.0,41455.15,0.01,Monsoon,8,3,Friday,0,0,0,0.82,,,194.0,Arena,,
39303,2024-08-02,Maruti Suzuki,Swift,Hatchback,West,663210.0,15.0,246.0,,179.0,33.0,5.0,41682.193,0.01,Monsoon,8,3,Friday,0,0,0,0.82,,,67.0,Arena,,
39304,2024-08-02,Maruti Suzuki,Swift,Hatchback,Central,642707.89,10.0,199.0,4820309.17,133.0,28.0,10.0,36242.926,0.01,Monsoon,8,3,Friday,0,0,1,0.82,,,157.0,Arena,,
39305,2024-08-02,Maruti Suzuki,Dzire,Sedan,North,712647.5,11.0,295.0,5879341.88,189.0,39.0,13.0,31107.629,0.01,Monsoon,8,3,Friday,0,0,1,0.82,,,120.0,Nexa,,
39306,2024-08-02,Maruti Suzuki,Dzire,Sedan,South,752283.87,11.0,145.0,6206341.93,152.5,48.0,14.0,40697.324,0.01,Monsoon,8,3,Friday,0,0,0,0.82,,,68.0,Nexa,,
39307,2024-08-02,Maruti Suzuki,Dzire,Sedan,East,703014.63,13.0,90.0,6854392.64,106.0,43.0,,64664.082,0.01,Monsoon,8,3,Friday,0,0,0,0.82,,,61.0,Nexa,,
39308,2024-08-02,Maruti Suzuki,Dzire,Sedan,West,715381.64,18.0,156.0,9657652.14,103.0,39.0,5.0,93763.613,0.0,Monsoon,8,3,Friday,0,0,0,0.82,,,126.0,Nexa,,
39309,2024-08-02,Maruti Suzuki,Dzire,Sedan,Central,700946.12,5.0,185.0,2628547.95,171.5,34.0,11.0,15326.81,0.02,Monsoon,8,3,Friday,0,0,0,0.82,,,195.0,Arena,,
39310,2024-08-02,Maruti Suzuki,Brezza,Compact SUV,North,1087246.75,10.0,93.0,8154350.62,74.5,24.0,9.0,109454.371,0.0,Monsoon,8,3,Friday,0,0,0,0.82,,,129.0,Nexa,,
39311,2024-08-02,Maruti Suzuki,Brezza,Compact SUV,South,1102152.31,8.0,289.0,6612913.86,246.0,49.0,11.0,26881.764,0.01,Monsoon,8,3,Friday,0,0,0,0.82,,,97.0,Arena,,
39312,2024-08-02,Maruti Suzuki,Brezza,Compact SUV,East,1125054.77,12.0,80.0,10125492.93,96.5,58.0,10.0,104927.388,0.0,Monsoon,8,3,Friday,0,0,1,0.82,,,168.0,Arena,,
39313,2024-08-02,Maruti Suzuki,Brezza,Compact SUV,West,1112537.72,16.0,50.0,13350452.64,62.0,38.0,10.0,215329.881,0.0,Monsoon,8,3,Friday,0,0,0,0.82,,,154.0,Nexa,,
39314,2024-08-02,Maruti Suzuki,Brezza,Compact SUV,Central,1123968.52,10.0,279.0,8429763.9,267.5,56.0,9.0,31513.136,0.01,Monsoon,8,3,Friday,0,0,0,0.82,,,60.0,Arena,,
39315,2024-08-02,Maruti Suzuki,Ertiga,MPV,North,997368.4,8.0,237.0,5984210.4,197.5,24.0,5.0,30299.799,0.01,Monsoon,8,3,Friday,0,0,0,0.82,,,157.0,Arena,,
39316,2024-08-02,Maruti Suzuki,Ertiga,MPV,South,970689.89,7.0,89.0,5096121.92,103.5,26.0,5.0,49237.893,0.01,Monsoon,8,3,Friday,0,0,0,0.82,,,102.0,Nexa,,
39317,2024-08-02,Maruti Suzuki,Ertiga,MPV,East,904794.13,5.0,188.0,3392977.99,204.0,42.0,12.0,16632.245,0.02,Monsoon,8,3,Friday,0,0,0,0.82,,,93.0,Nexa,,
39318,2024-08-02,Maruti Suzuki,Ertiga,MPV,West,904115.39,7.0,123.0,4746605.8,152.0,37.0,14.0,31227.67,0.01,Monsoon,8,3,Friday,0,0,1,0.82,,,150.0,Arena,,
39319,2024-08-02,Maruti Suzuki,Ertiga,MPV,Central,913889.58,3.0,180.0,2056251.55,169.5,24.0,8.0,12131.278,0.03,Monsoon,8,3,Friday,0,0,0,0.82,,,93.0,Arena,,
39320,2024-08-02,Maruti Suzuki,Baleno,Premium Hatchback,North,737485.51,5.0,237.0,2765570.66,254.0,24.0,5.0,10888.073,0.03,Monsoon,8,3,Friday,0,0,0,0.82,,,149.0,Arena,,
