,Unnamed: 0,Index,Company,Car_Model,Car_Type,Region,Price,Units_Sold,Stock_Quantity,COGS,Avg_Inventory,Reorder_Point,Lead_Time_Days,Inventory_Turnover_Ratio,Days_Sales_Inventory,Season,Month,Quarter,Day_of_Week,Is_Weekend,Is_Holiday,Promotion_Active,Seasonality_Flag,Day
41503,41503,41503,Maruti Suzuki,Brezza,Compact SUV,West,1149588.3,15.0,92.0,12932868.38,148.0,32.0,11.0,87384.246,0.0,Festive,10,4,Monday,0,0,0,1.35,14
41504,41504,41504,Maruti Suzuki,Brezza,Compact SUV,Central,1140467.0,16.0,212.0,13685604.0,239.5,57.0,5.0,57142.397,0.01,Festive,10,4,Monday,0,0,0,1.35,14
41505,41505,41505,Maruti Suzuki,Ertiga,MPV,North,931074.5,9.0,262.0,6284752.88,184.5,36.0,10.0,34063.701,0.01,Festive,10,4,Monday,0,0,1,1.35,14
41506,41506,41506,Maruti Suzuki,Ertiga,MPV,South,972812.26,9.0,232.0,6566482.76,252.0,23.0,5.0,26057.471,0.01,Festive,10,4,Monday,0,0,0,1.35,14
41507,41507,41507,Maruti Suzuki,Ertiga,MPV,East,932135.17,17.0,266.0,11884723.42,250.5,39.0,8.0,47444.006,0.01,Festive,10,4,Monday,0,0,0,1.35,14
41508,41508,41508,Maruti Suzuki,Ertiga,MPV,West,994322.73,10.0,97.0,7457420.47,157.5,57.0,8.0,47348.701,0.01,Festive,10,4,Monday,0,0,1,1.35,14
41509,41509,41509,Maruti Suzuki,Ertiga,MPV,Central,995523.77,9.0,295.0,6719785.45,201.5,41.0,,33348.811,0.01,Festive,10,4,Monday,0,0,0,1.35,14
41510,41510,41510,Maruti Suzuki,Baleno,Premium Hatchback,North,728525.67,18.0,81.0,9835096.55,101.5,28.0,9.0,96897.503,0.0,Festive,10,4,Monday,0,0,1,1.35,14
41511,41511,41511,Maruti Suzuki,Baleno,Premium Hatchback,South,786335.34,14.0,78.0,8256521.07,169.0,34.0,5.0,48855.154,0.01,Festive,10,4,Monday,0,0,0,1.35,14
41512,41512,41512,Maruti Suzuki,Baleno,Premium Hatchback,East,744539.66,15.0,121.0,8376071.17,138.5,59.0,4.0,60477.048,0.01,Festive,10,4,Monday,0,0,0,1.35,14
41513,41513,41513,Maruti Suzuki,Baleno,Premium Hatchback,West,734994.15,22.0,250.0,12127403.48,221.5,47.0,9.0,54751.257,0.01,Festive,10,4,Monday,0,0,0,1.35,14
41514,41514,41514,Maruti Suzuki,Baleno,Premium Hatchback,Central,765449.75,16.0,62.0,9185397.0,62.5,33.0,3.0,146966.352,0.0,Festive,10,4,Monday,0,0,1,1.35,14
41515,41515,41515,Maruti Suzuki,Grand Vitara,SUV,North,1410162.66,14.0,110.0,14806707.93,151.0,35.0,7.0,98057.668,0.0,Festive,10,4,Monday,0,0,1,1.35,14
41516,41516,41516,Maruti Suzuki,Grand Vitara,SUV,South,1379365.24,14.0,186.0,14483335.02,119.5,21.0,14.0,121199.456,0.0,Festive,10,4,Monday,0,0,0,1.35,14
41517,41517,41517,Maruti Suzuki,Grand Vitara,SUV,East,1419301.48,9.0,259.0,9580284.99,201.5,50.0,5.0,47544.839,0.01,Festive,10,4,Monday,0,0,1,1.35,14
41518,41518,41518,Maruti Suzuki,Grand Vitara,SUV,West,1400758.2,12.0,52.0,12606823.8,81.0,45.0,4.0,155639.8,0.0,Festive,10,4,Monday,0,0,1,1.35,14
41519,41519,41519,Maruti Suzuki,Grand Vitara,SUV,Central,1495688.39,8.0,296.0,8974130.34,248.5,55.0,9.0,36113.201,0.01,Festive,10,4,Monday,0,0,1,1.35,14
41520,41520,41520,Maruti Suzuki,Swift,Hatchback,North,661604.97,22.0,243.0,10916482.0,192.0,36.0,10.0,56856.677,0.01,Festive,10,4,Tuesday,0,0,1,1.35,15
41521,41521,41521,Maruti Suzuki,Swift,Hatchback,South,664214.56,30.0,226.0,14944827.6,155.5,47.0,13.0,96108.216,0.0,Festive,10,4,Tuesday,0,0,0,1.35,15
41522,41522,41522,Maruti Suzuki,Swift,Hatchback,East,662282.78,,117.0,7947393.36,186.0,27.0,4.0,42727.921,0.01,Festive,10,4,Tuesday,0,0,1,1.35,15
41523,41523,41523,Maruti Suzuki,Swift,Hatchback,West,642217.82,22.0,146.0,10596594.03,181.0,40.0,3.0,58544.718,0.01,Festive,10,4,Tuesday,0,0,0,1.35,15
41524,41524,41524,Maruti Suzuki,Swift,Hatchback,Central,655271.18,24.0,221.0,11794881.24,153.5,31.0,6.0,76839.617,0.0,Festive,10,4,Tuesday,0,0,0,1.35,15
41525,41525,41525,Maruti Suzuki,Dzire,Sedan,North,746979.42,11.0,104.0,6162580.22,91.5,41.0,6.0,67350.603,0.01,Festive,10,4,Tuesday,0,0,1,1.35,15
41526,41526,41526,Maruti Suzuki,Dzire,Sedan,South,698743.77,11.0,231.0,5764636.1,219.5,23.0,3.0,26262.579,0.01,Festive,10,4,Tuesday,0,0,1,1.35,15
41527,41527,41527,Maruti Suzuki,Dzire,Sedan,East,686054.43,20.0,268.0,10290816.45,178.5,48.0,12.0,57651.633,0.01,Festive,10,4,Tuesday,0,0,0,1.35,15
41528,41528,41528,Maruti Suzuki,Dzire,Sedan,West,740948.77,10.0,57.0,5557115.78,114.5,51.0,9.0,48533.762,0.01,Festive,10,4,Tuesday,0,0,0,1.35,15
41529,41529,41529,Maruti Suzuki,Dzire,Sedan,Central,696882.04,13.0,133.0,6794599.89,99.0,55.0,9.0,68632.322,0.01,Festive,10,4,Tuesday,0,0,1,1.35,15
41530,41530,41530,Maruti Suzuki,Brezza,Compact SUV,North,1087369.55,16.0,288.0,13048434.6,243.0,49.0,13.0,53697.262,0.01,Festive,10,4,Tuesday,0,0,0,1.35,15
41531,41531,41531,Maruti Suzuki,Brezza,Compact SUV,South,1148905.12,19.0,276.0,16371897.96,236.0,32.0,13.0,69372.449,0.01,Festive,10,4,Tuesday,0,0,0,1.35,15
41532,41532,41532,Maruti Suzuki,Brezza,Compact SUV,East,1115236.61,20.0,116.0,16728549.15,172.5,37.0,6.0,96977.097,0.0,Festive,10,4,Tuesday,0,0,1,1.35,15
41533,41533,41533,Maruti Suzuki,Brezza,Compact SUV,West,1126914.5,10.0,197.0,8451858.75,156.5,41.0,4.0,54005.487,0.01,Festive,10,4,Tuesday,0,0,1,1.35,15
41534,41534,41534,Maruti Suzuki,Brezza,Compact SUV,Central,1072248.85,20.0,95.0,16083732.75,141.0,52.0,6.0,114069.027,0.0,Festive,10,4,Tuesday,0,0,1,1.35,15
41535,41535,41535,Maruti Suzuki,Ertiga,MPV,North,958008.47,15.0,232.0,10777595.29,138.5,58.0,10.0,77816.572,0.0,Festive,10,4,Tuesday,0,0,0,1.35,15
41536,41536,41536,Maruti Suzuki,Ertiga,MPV,South,978731.4,10.0,203.0,7340485.5,225.5,47.0,8.0,32552.042,0.01,Festive,10,4,Tuesday,0,0,1,1.35,15
41537,41537,41537,Maruti Suzuki,Ertiga,MPV,East,959341.92,11.0,270.0,7914570.84,262.0,34.0,13.0,30208.286,0.01,Festive,10,4,Tuesday,0,0,0,1.35,15
41538,41538,41538,Maruti Suzuki,Ertiga,MPV,West,909190.76,16.0,201.0,10910289.12,144.5,35.0,11.0,75503.731,0.0,Festive,10,4,Tuesday,0,0,1,1.35,15
41539,41539,41539,Maruti Suzuki,Ertiga,MPV,Central,954402.36,12.0,256.0,8589621.24,182.5,40.0,5.0,47066.418,0.01,Festive,10,4,Tuesday,0,0,0,1.35,15
41540,41540,41540,Maruti Suzuki,Baleno,Premium Hatchback,North,719054.22,16.0,184.0,8628650.64,131.5,42.0,5.0,65617.115,0.01,Festive,10,4,Tuesday,0,0,0,1.35,15
41541,41541,41541,Maruti Suzuki,Baleno,Premium Hatchback,South,740636.44,8.0,236.0,4443818.64,176.5,39.0,7.0,25177.443,0.01,Festive,10,4,Tuesday,0,0,0,1.35,15
41542,41542,41542,Maruti Suzuki,Baleno,Premium Hatchback,East,741238.75,8.0,229.0,4447432.5,137.0,46.0,7.0,32463.011,0.01,Festive,10,4,Tuesday,0,0,1,1.35,15
41543,41543,41543,Maruti Suzuki,Baleno,Premium Hatchback,West,725058.12,11.0,207.0,5981729.49,127.0,52.0,13.0,47100.232,0.01,Festive,10,4,Tuesday,0,0,1,1.35,15
41544,41544,41544,Maruti Suzuki,Baleno,Premium Hatchback,Central,718795.3,9.0,175.0,4851868.28,108.0,34.0,4.0,44924.706,0.01,Festive,10,4,Tuesday,0,0,1,1.35,15
41545,41545,41545,Maruti Suzuki,Grand Vitara,SUV,North,1520713.61,5.0,86.0,5702676.04,167.5,53.0,14.0,34045.827,0.01,Festive,10,4,Tuesday,0,0,0,1.35,15
41546,41546,41546,Maruti Suzuki,Grand Vitara,SUV,South,1473141.42,6.0,104.0,6629136.39,165.0,32.0,9.0,40176.584,0.01,Festive,10,4,Tuesday,0,0,1,1.35,15
41547,41547,41547,Maruti Suzuki,Grand Vitara,SUV,East,1398486.65,8.0,274.0,8390919.9,161.5,58.0,11.0,51956.16,0.01,Festive,10,4,Tuesday,0,0,1,1.35,15
41548,41548,41548,Maruti Suzuki,Grand Vitara,SUV,West,1390369.27,7.0,275.0,7299438.67,190.0,52.0,3.0,38418.098,0.01,Festive,10,4,Tuesday,0,0,0,1.35,15
41549,41549,41549,Maruti Suzuki,Grand Vitara,SUV,Central,1501042.57,5.0,129.0,5628909.64,88.5,51.0,13.0,63603.499,0.01,Festive,10,4,Tuesday,0,0,0,1.35,15
41550,41550,41550,Maruti Suzuki,Swift,Hatchback,North,673042.16,20.0,155.0,10095632.4,135.5,34.0,13.0,74506.512,0.0,Festive,10,4,Wednesday,0,0,0,1.35,16
41551,41551,41551,Maruti Suzuki,Swift,Hatchback,South,672376.82,14.0,,7059956.61,93.5,29.0,10.0,75507.557,0.0,Festive,10,4,Wednesday,0,0,0,1.35,16
41552,41552,41552,Maruti Suzuki,Swift,Hatchback,East,620672.97,9.0,88.0,4189542.55,86.0,28.0,14.0,48715.611,0.01,Festive,10,4,Wednesday,0,0,1,1.35,16
41553,41553,41553,Maruti Suzuki,Swift,Hatchback,West,623876.31,21.0,196.0,9826051.88,229.5,33.0,11.0,42815.041,0.01,Festive,10,4,Wednesday,0,0,0,1.35,16
41554,41554,41554,Maruti Suzuki,Swift,Hatchback,Central,679791.69,29.0,196.0,14785469.26,156.0,57.0,4.0,94778.649,0.0,Festive,10,4,Wednesday,0,0,0,1.35,16
41555,41555,41555,Maruti Suzuki,Dzire,Sedan,North,686660.63,14.0,119.0,7209936.62,186.0,38.0,14.0,38763.1,0.01,Festive,10,4,Wednesday,0,0,0,1.35,16
41556,41556,41556,Maruti Suzuki,Dzire,Sedan,South,754814.35,11.0,55.0,6227218.39,56.5,51.0,4.0,110216.255,0.0,Festive,10,4,Wednesday,0,0,1,1.35,16
41557,41557,41557,Maruti Suzuki,Dzire,Sedan,East,731793.2,7.0,125.0,3841914.3,166.5,37.0,11.0,23074.56,0.02,Festive,10,4,Wednesday,0,0,1,1.35,16
41558,41558,41558,Maruti Suzuki,Dzire,Sedan,West,710332.72,15.0,121.0,7991243.1,106.0,49.0,14.0,75389.086,0.0,Festive,10,4,Wednesday,0,0,0,1.35,16
41559,41559,41559,Maruti Suzuki,Dzire,Sedan,Central,689981.78,17.0,265.0,8797267.7,163.0,28.0,11.0,53970.967,0.01,Festive,10,4,Wednesday,0,0,0,1.35,16
41560,41560,41560,Maruti Suzuki,Brezza,Compact SUV,North,1130322.29,10.0,84.0,8477417.18,101.5,28.0,6.0,83521.352,0.0,Festive,10,4,Wednesday,0,0,0,1.35,16
41561,41561,41561,Maruti Suzuki,Brezza,Compact SUV,South,1104078.26,17.0,207.0,14076997.82,211.5,33.0,7.0,66557.909,0.01,Festive,10,4,Wednesday,0,0,1,1.35,16
41562,41562,41562,Maruti Suzuki,Brezza,Compact SUV,East,1078191.51,20.0,128.0,16172872.65,139.0,57.0,10.0,116351.602,0.0,Festive,10,4,Wednesday,0,0,0,1.35,16
41563,41563,41563,Maruti Suzuki,Brezza,Compact SUV,West,1060679.74,14.0,202.0,11137137.27,187.0,46.0,5.0,59556.884,0.01,Festive,10,4,Wednesday,0,0,1,1.35,16
41564,41564,41564,Maruti Suzuki,Brezza,Compact SUV,Central,1104936.1,14.0,296.0,11601829.05,226.0,52.0,14.0,51335.527,0.01,Festive,10,4,Wednesday,0,0,0,1.35,16
41565,41565,41565,Maruti Suzuki,Ertiga,MPV,North,918169.13,17.0,58.0,11706656.41,70.0,32.0,5.0,167237.949,0.0,Festive,10,4,Wednesday,0,0,0,1.35,16
41566,41566,41566,Maruti Suzuki,Ertiga,MPV,South,992573.23,10.0,265.0,7444299.22,193.5,35.0,11.0,38471.831,0.01,Festive,10,4,Wednesday,0,0,0,1.35,16
41567,41567,41567,Maruti Suzuki,Ertiga,MPV,East,968688.03,11.0,206.0,7991676.25,155.0,51.0,5.0,51559.202,0.01,Festive,10,4,Wednesday,0,0,0,1.35,16
41568,41568,41568,Maruti Suzuki,Ertiga,MPV,West,931847.68,11.0,147.0,7687743.36,169.5,50.0,6.0,45355.418,0.01,Festive,10,4,Wednesday,0,0,0,1.35,16
41569,41569,41569,Maruti Suzuki,Ertiga,MPV,Central,916024.96,6.0,145.0,4122112.32,105.0,32.0,10.0,39258.213,0.01,Festive,10,4,Wednesday,0,0,1,1.35,16
41570,41570,41570,Maruti Suzuki,Baleno,Premium Hatchback,North,743396.16,15.0,78.0,8363206.8,163.5,30.0,12.0,51151.112,0.01,Festive,10,4,Wednesday,0,0,0,1.35,16
41571,41571,41571,Maruti Suzuki,Baleno,Premium Hatchback,South,745131.18,9.0,231.0,5029635.46,166.5,49.0,12.0,30208.021,0.01,Festive,10,4,Wednesday,0,0,0,1.35,16
41572,41572,41572,Maruti Suzuki,Baleno,Premium Hatchback,East,777130.07,21.0,138.0,12239798.6,202.5,34.0,7.0,60443.45,0.01,Festive,10,4,Wednesday,0,0,0,1.35,16
41573,41573,41573,Maruti Suzuki,Baleno,Premium Hatchback,West,769861.23,17.0,214.0,9815730.68,187.0,22.0,9.0,52490.538,0.01,Festive,10,4,Wednesday,0,0,1,1.35,16
41574,41574,41574,Maruti Suzuki,Baleno,Premium Hatchback,Central,734548.35,14.0,70.0,7712757.67,123.0,58.0,7.0,62705.347,0.01,Festive,10,4,Wednesday,0,0,0,1.35,16
41575,41575,41575,Maruti Suzuki,Grand Vitara,SUV,North,1468447.99,13.0,91.0,14317367.9,162.5,26.0,8.0,88106.879,0.0,Festive,10,4,Wednesday,0,0,1,1.35,16
41576,41576,41576,Maruti Suzuki,Grand Vitara,SUV,South,1445041.74,15.0,257.0,16256719.57,228.0,48.0,14.0,71301.402,0.01,Festive,10,4,Wednesday,0,0,0,1.35,16
41577,41577,41577,Maruti Suzuki,Grand Vitara,SUV,East,1390044.08,11.0,105.0,11467863.66,101.5,27.0,9.0,112983.878,0.0,Festive,10,4,Wednesday,0,0,0,1.35,16
41578,41578,41578,Maruti Suzuki,Grand Vitara,SUV,West,1492103.41,15.0,203.0,16786163.36,227.0,32.0,9.0,73947.856,0.0,Festive,10,4,Wednesday,0,0,0,1.35,16
41579,41579,41579,Maruti Suzuki,Grand Vitara,SUV,Central,1481650.33,16.0,272.0,17779803.96,222.0,43.0,3.0,80089.207,0.0,Festive,10,4,Wednesday,0,0,0,1.35,16
41580,41580,41580,Maruti Suzuki,Swift,Hatchback,North,645538.79,14.0,235.0,6778157.29,164.0,20.0,11.0,41330.227,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41581,41581,41581,Maruti Suzuki,Swift,Hatchback,South,669637.03,22.0,223.0,11049011.0,160.0,48.0,4.0,69056.319,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41582,41582,41582,Maruti Suzuki,Swift,Hatchback,East,620456.2,14.0,293.0,6514790.1,270.5,29.0,11.0,24084.252,0.02,Festive,10,4,Thursday,0,0,0,1.35,17
41583,41583,41583,Maruti Suzuki,Swift,Hatchback,West,632452.94,18.0,204.0,8538114.69,208.5,25.0,11.0,40950.19,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41584,41584,41584,Maruti Suzuki,Swift,Hatchback,Central,652918.18,25.0,245.0,12242215.88,174.5,58.0,,70155.965,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41585,41585,41585,Maruti Suzuki,Dzire,Sedan,North,704696.34,16.0,94.0,8456356.08,76.0,54.0,4.0,111267.843,0.0,Festive,10,4,Thursday,0,0,0,1.35,17
41586,41586,41586,Maruti Suzuki,Dzire,Sedan,South,696596.54,13.0,82.0,6791816.27,120.0,59.0,13.0,56598.469,0.01,Festive,10,4,Thursday,0,0,1,1.35,17
41587,41587,41587,Maruti Suzuki,Dzire,Sedan,East,701296.57,16.0,145.0,8415558.84,133.0,46.0,13.0,63274.878,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41588,41588,41588,Maruti Suzuki,Dzire,Sedan,West,733347.11,6.0,,3300062.0,192.5,,10.0,17143.179,0.02,Festive,10,4,Thursday,0,0,0,1.35,17
41589,41589,41589,Maruti Suzuki,Dzire,Sedan,Central,753913.57,15.0,283.0,8481527.66,178.5,33.0,7.0,47515.561,0.01,Festive,10,4,Thursday,0,0,1,1.35,17
41590,41590,41590,Maruti Suzuki,Brezza,Compact SUV,North,1115392.85,,229.0,11711624.93,168.5,58.0,11.0,69505.192,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41591,41591,41591,Maruti Suzuki,Brezza,Compact SUV,South,1131558.75,25.0,244.0,21216726.56,188.0,58.0,10.0,112854.929,0.0,Festive,10,4,Thursday,0,0,0,1.35,17
41592,41592,41592,Maruti Suzuki,Brezza,Compact SUV,East,1089574.95,13.0,127.0,10623355.76,201.0,33.0,7.0,52852.516,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41593,41593,41593,Maruti Suzuki,Brezza,Compact SUV,West,1052856.95,11.0,235.0,8686069.84,229.5,21.0,8.0,37847.799,0.01,Festive,10,4,Thursday,0,0,1,1.35,17
41594,41594,41594,Maruti Suzuki,Brezza,Compact SUV,Central,1104881.53,13.0,152.0,10772594.92,178.5,37.0,5.0,60350.672,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41595,41595,41595,Maruti Suzuki,Ertiga,MPV,North,982993.55,10.0,221.0,7372451.63,166.5,53.0,4.0,44278.989,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41596,41596,41596,Maruti Suzuki,Ertiga,MPV,South,979937.36,11.0,213.0,8084483.22,156.0,39.0,11.0,51823.61,0.01,Festive,10,4,Thursday,0,0,1,1.35,17
41597,41597,41597,Maruti Suzuki,Ertiga,MPV,East,972232.19,7.0,279.0,5104219.0,187.0,56.0,9.0,27295.289,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41598,41598,41598,Maruti Suzuki,Ertiga,MPV,West,917430.15,12.0,130.0,8256871.35,202.0,34.0,4.0,40875.601,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41599,41599,41599,Maruti Suzuki,Ertiga,MPV,Central,987261.5,8.0,180.0,5923569.0,155.5,29.0,14.0,38093.691,0.01,Festive,10,4,Thursday,0,0,1,1.35,17
41600,41600,41600,Maruti Suzuki,Baleno,Premium Hatchback,North,756678.1,12.0,73.0,6810102.9,61.0,44.0,,111641.031,0.0,Festive,10,4,Thursday,0,0,0,1.35,17
41601,41601,41601,Maruti Suzuki,Baleno,Premium Hatchback,South,785643.88,18.0,194.0,10606192.38,154.0,46.0,7.0,68871.379,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41602,41602,41602,Maruti Suzuki,Baleno,Premium Hatchback,East,735455.65,17.0,185.0,9377059.54,114.0,46.0,9.0,82254.908,0.0,Festive,10,4,Thursday,0,0,0,1.35,17
41603,41603,41603,Maruti Suzuki,Baleno,Premium Hatchback,West,755434.34,11.0,253.0,6232333.3,192.0,53.0,14.0,32460.069,0.01,Festive,10,4,Thursday,0,0,1,1.35,17
41604,41604,41604,Maruti Suzuki,Baleno,Premium Hatchback,Central,717859.15,17.0,244.0,9152704.16,246.0,21.0,3.0,37206.114,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41605,41605,41605,Maruti Suzuki,Grand Vitara,SUV,North,1393236.86,8.0,86.0,8359421.16,173.0,26.0,11.0,48320.354,0.01,Festive,10,4,Thursday,0,0,1,1.35,17
41606,41606,41606,Maruti Suzuki,Grand Vitara,SUV,South,1379266.63,13.0,285.0,13447849.64,210.5,34.0,12.0,63885.271,0.01,Festive,10,4,Thursday,0,0,0,1.35,17
41607,41607,41607,Maruti Suzuki,Grand Vitara,SUV,East,1444564.53,10.0,167.0,10834233.97,111.0,56.0,4.0,97605.711,0.0,Festive,10,4,Thursday,0,0,1,1.35,17
41608,41608,41608,Maruti Suzuki,Grand Vitara,SUV,West,1485746.43,14.0,246.0,15600337.52,250.0,,7.0,62401.35,0.01,Festive,10,4,Thursday,0,0,1,1.35,17
41609,41609,41609,Maruti Suzuki,Grand Vitara,SUV,Central,1382164.28,8.0,86.0,8292985.68,104.0,48.0,13.0,79740.247,0.0,Festive,10,4,Thursday,0,0,0,1.35,17
41610,41610,41610,Maruti Suzuki,Swift,Hatchback,North,624345.79,14.0,253.0,6555630.79,220.5,32.0,13.0,29730.752,0.01,Festive,10,4,Friday,0,0,1,1.35,18
41611,41611,41611,Maruti Suzuki,Swift,Hatchback,South,674178.26,19.0,278.0,9607040.21,197.0,32.0,6.0,48766.702,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41612,41612,41612,Maruti Suzuki,Swift,Hatchback,East,654576.9,19.0,197.0,9327720.83,216.0,56.0,10.0,43183.893,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41613,41613,41613,Maruti Suzuki,Swift,Hatchback,West,618034.02,19.0,173.0,8806984.79,201.5,30.0,3.0,43707.121,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41614,41614,41614,Maruti Suzuki,Swift,Hatchback,Central,650463.48,24.0,269.0,11708342.64,243.5,53.0,3.0,48083.543,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41615,41615,41615,Maruti Suzuki,Dzire,Sedan,North,728246.59,18.0,154.0,9831328.96,196.5,,9.0,50032.208,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41616,41616,41616,Maruti Suzuki,Dzire,Sedan,South,731877.92,10.0,195.0,5489084.4,223.5,43.0,10.0,24559.662,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41617,41617,41617,Maruti Suzuki,Dzire,Sedan,East,723111.33,16.0,113.0,8677335.96,92.0,20.0,13.0,94318.869,0.0,Festive,10,4,Friday,0,0,0,1.35,18
41618,41618,41618,Maruti Suzuki,Dzire,Sedan,West,697991.78,10.0,259.0,5234938.35,219.0,38.0,3.0,23903.828,0.02,Festive,10,4,Friday,0,0,0,1.35,18
41619,41619,41619,Maruti Suzuki,Dzire,Sedan,Central,719969.6,11.0,199.0,5939749.2,206.0,58.0,10.0,28833.734,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41620,41620,41620,Maruti Suzuki,Brezza,Compact SUV,North,1094518.33,12.0,247.0,9850664.97,197.5,54.0,11.0,49876.785,0.01,Festive,10,4,Friday,0,0,1,1.35,18
41621,41621,41621,Maruti Suzuki,Brezza,Compact SUV,South,1097310.5,13.0,160.0,10698777.38,143.5,50.0,7.0,74555.94,0.0,Festive,10,4,Friday,0,0,0,1.35,18
41622,41622,41622,Maruti Suzuki,Brezza,Compact SUV,East,1047977.83,22.0,199.0,17291634.2,142.0,44.0,3.0,121772.072,0.0,Festive,10,4,Friday,0,0,0,1.35,18
41623,41623,41623,Maruti Suzuki,Brezza,Compact SUV,West,1150117.83,21.0,207.0,18114355.82,208.0,33.0,12.0,87088.249,0.0,Festive,10,4,Friday,0,0,0,1.35,18
41624,41624,41624,Maruti Suzuki,Brezza,Compact SUV,Central,1045143.67,11.0,190.0,8622435.28,206.0,46.0,7.0,41856.482,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41625,41625,41625,Maruti Suzuki,Ertiga,MPV,North,987835.6,12.0,267.0,8890520.4,250.5,31.0,8.0,35491.099,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41626,41626,41626,Maruti Suzuki,Ertiga,MPV,South,922483.03,11.0,164.0,7610485.0,188.5,51.0,8.0,40373.926,0.01,Festive,10,4,Friday,0,0,1,1.35,18
41627,41627,41627,Maruti Suzuki,Ertiga,MPV,East,918822.2,7.0,199.0,4823816.55,213.5,40.0,8.0,22593.989,0.02,Festive,10,4,Friday,0,0,0,1.35,18
41628,41628,41628,Maruti Suzuki,Ertiga,MPV,West,948197.3,8.0,155.0,5689183.8,202.0,37.0,12.0,28164.276,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41629,41629,41629,Maruti Suzuki,Ertiga,MPV,Central,964650.41,9.0,74.0,6511390.27,148.5,56.0,3.0,43847.746,0.01,Festive,10,4,Friday,0,0,1,1.35,18
41630,41630,41630,Maruti Suzuki,Baleno,Premium Hatchback,North,785329.24,7.0,96.0,4122978.51,137.0,29.0,14.0,30094.734,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41631,41631,41631,Maruti Suzuki,Baleno,Premium Hatchback,South,755612.73,16.0,91.0,9067352.76,85.0,,13.0,106674.738,0.0,Festive,10,4,Friday,0,0,0,1.35,18
41632,41632,41632,Maruti Suzuki,Baleno,Premium Hatchback,East,750848.6,16.0,237.0,9010183.2,205.5,26.0,14.0,43845.174,0.01,Festive,10,4,Friday,0,0,1,1.35,18
41633,41633,41633,Maruti Suzuki,Baleno,Premium Hatchback,West,756884.03,16.0,204.0,9082608.36,222.5,52.0,4.0,40820.712,0.01,Festive,10,4,Friday,0,0,1,1.35,18
41634,41634,41634,Maruti Suzuki,Baleno,Premium Hatchback,Central,756101.81,10.0,114.0,5670763.58,196.5,22.0,,28858.848,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41635,41635,41635,Maruti Suzuki,Grand Vitara,SUV,North,1424328.1,9.0,246.0,9614214.68,179.0,22.0,3.0,53710.697,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41636,41636,41636,Maruti Suzuki,Grand Vitara,SUV,South,1435933.48,13.0,200.0,14000351.43,178.5,45.0,9.0,78433.341,0.0,Festive,10,4,Friday,0,0,1,1.35,18
41637,41637,41637,Maruti Suzuki,Grand Vitara,SUV,East,1490324.46,8.0,112.0,8941946.76,186.5,30.0,3.0,47946.095,0.01,Festive,10,4,Friday,0,0,1,1.35,18
41638,41638,41638,Maruti Suzuki,Grand Vitara,SUV,West,1389728.54,9.0,90.0,9380667.64,141.5,27.0,14.0,66294.471,0.01,Festive,10,4,Friday,0,0,0,1.35,18
41639,41639,41639,Maruti Suzuki,Grand Vitara,SUV,Central,1442924.75,10.0,160.0,10821935.62,162.5,51.0,4.0,66596.527,0.01,Festive,10,4,Friday,0,0,1,1.35,18
41640,41640,41640,Maruti Suzuki,Swift,Hatchback,North,635125.36,,127.0,10003224.42,169.5,24.0,4.0,59016.073,0.01,Festive,10,4,Saturday,1,0,0,1.35,19
41641,41641,41641,Maruti Suzuki,Swift,Hatchback,South,670296.17,24.0,238.0,12065331.06,144.5,49.0,14.0,83497.101,0.0,Festive,10,4,Saturday,1,0,0,1.35,19
41642,41642,41642,Maruti Suzuki,Swift,Hatchback,East,625877.42,19.0,199.0,8918753.24,223.5,55.0,5.0,39904.936,0.01,Festive,10,4,Saturday,1,0,0,1.35,19
41643,41643,41643,Maruti Suzuki,Swift,Hatchback,West,650566.53,12.0,259.0,5855098.77,226.0,59.0,3.0,25907.517,0.01,Festive,10,4,Saturday,1,0,1,1.35,19
